Video,Frame.no.,Date.of.video,Colony,Date.of.analysis,Treatment,Year,Observer.doing.the.analysis,Length.in.pixels.of.Zone2,Length.in.pixels.of.Zone1,End.of.bridge,Ant.choice,Angle.measurement.1,Angle.measurement.2,Angle.measurement.3,Reason.for.NA..Angle.measurement.,Gaster.touching.the.paper,Comments
DSC_9457,19432,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9457,19435,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9457,19438,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9457,19441,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9457,19444,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9457,19447,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9457,19450,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9457,19453,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,46.061,46.797,44.557,,No,
DSC_9457,19456,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9457,19459,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,44.796,44.591,45.31,,No,
DSC_9457,19462,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,53.269,54.782,53.071,,No,
DSC_9457,19465,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,51.717,51.34,52.756,,No,
DSC_9457,19468,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,47.268,48.991,48.381,,NA,
DSC_9457,19471,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,49.665,48.702,49.821,,Yes,
DSC_9457,19474,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,47.921,47.535,46.881,,Yes,
DSC_9457,19477,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,54.312,54.158,53.075,,NA,
DSC_9457,19480,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,51.78,50.44,51.528,,NA,
DSC_9457,19483,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,50.381,49.6,50.376,,NA,
DSC_9457,19486,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,47.07,46.62,47.369,,Yes,
DSC_9457,19489,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,47.593,47.638,46.245,,Yes,
DSC_9457,19492,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,47.491,48.51,47.013,,Yes,
DSC_9457,19495,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,46.469,45.61,46.71,,No,
DSC_9457,19498,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9457,19501,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9457,19504,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9457,19507,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,43.568,44.247,44.616,,Yes,
DSC_9457,19510,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,47.787,46.242,46.259,,Yes,
DSC_9457,19513,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,50.546,49.996,49.612,,Yes,
DSC_9457,19516,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,48.277,47.956,48.823,,NA,
DSC_9457,19519,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,47.07,48.633,48.215,,NA,
DSC_9457,19522,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,49.543,49.391,48.621,,NA,
DSC_9457,19525,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,49.73,49.334,49.813,,NA,
DSC_9457,19528,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,48.788,48.126,47.756,,NA,
DSC_9457,19531,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,NA,NA,NA,Ant gaster not clearly visible,NA,
DSC_9457,19534,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,47.545,47.989,47.526,,Yes,
DSC_9457,19537,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,,,,,,
DSC_9457,19540,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,,,,,,
DSC_9457,19543,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,,,,,,
DSC_9457,19546,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,,,,,,
DSC_9457,19549,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9457,19552,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9457,19555,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,43.727,42.099,43.069,,No,
DSC_9457,19558,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,43.668,42.979,42.207,,NA,
DSC_9457,19561,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,46.478,47.545,47.933,,Yes,
DSC_9457,19564,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,47.251,47.354,47.49,,NA,
DSC_9457,19567,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,49.865,50.648,50.587,,NA,
DSC_9457,19570,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,48.183,48.219,47.603,,NA,
DSC_9457,19573,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,48.028,48.242,47.048,,Yes,
DSC_9457,19576,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,48.812,49.209,48.308,,Yes,
DSC_9457,19579,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,46.758,46.654,45.239,,Yes,
DSC_9457,19582,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,42.665,41.1,41.841,,NA,
DSC_9457,19585,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,46.273,45.127,45.383,,Yes,
DSC_9457,19588,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,44.67,43.785,44.324,,NA,
DSC_9457,19591,10/16/2025,C1F25,10/27/2025,Experimental,2025,Chinmay,496.4,767.16,Right,Correct,43.807,42.754,43.021,,NA,
DSC_8857,753,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,43.08,43.315,42.286,,NA,
DSC_8857,756,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,35.171,36.484,36.207,,Yes,This video was shot from 5 inches instead of 4 inches
DSC_8857,759,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8857,762,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8857,765,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8857,768,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8857,771,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant on the edge of the setup,NA,
DSC_8857,774,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant on the edge of the setup,NA,
DSC_8857,777,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant on the edge of the setup,NA,
DSC_8857,780,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant on the edge of the setup,NA,
DSC_8857,783,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_8857,786,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_8857,789,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_8857,792,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_8857,795,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_8857,798,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_8857,801,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_8857,804,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,45.578,46.634,44.433,,NA,
DSC_8857,807,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8857,810,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8857,813,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8857,816,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8857,819,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,36.95,34.296,36.479,,Yes,
DSC_8857,822,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8857,825,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8857,828,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8857,831,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8857,834,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8857,837,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8857,840,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8857,843,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8857,846,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,424.01,655.28,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8861,5106,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,NA,NA,NA,Ant very blurry,NA,This video was shot from 5 inches instead of 4 inches
DSC_8861,5109,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8861,5112,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8861,5115,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8861,5118,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8861,5121,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8861,5124,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8861,5127,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8861,5130,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8861,5133,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8861,5136,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8861,5139,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8861,5142,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8861,5145,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8861,5148,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8861,5151,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8861,5154,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8861,5157,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8861,5160,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8861,5163,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,43.649,44.467,43.783,,Yes,
DSC_8861,5166,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,45.567,45.292,44.542,,Yes,
DSC_8861,5169,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8861,5172,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8861,5175,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8861,5178,7/10/2024,C1F24,11/6/2025,Experimental,2024,Chinmay,420.02,649.12,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_9517,757,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9517,760,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9517,763,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,50.608,50.194,50.7,,NA,
DSC_9517,766,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,47.726,48.215,47.726,,Yes,
DSC_9517,769,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9517,772,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9517,775,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9517,778,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9517,781,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9517,784,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9517,787,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9517,790,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9517,793,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9517,796,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,48.814,49.515,48.649,,NA,
DSC_9517,799,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9517,802,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,49.331,48.814,48.756,,NA,
DSC_9517,805,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,47.911,48.814,47.045,,NA,
DSC_9517,808,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9517,811,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,46.619,46.169,47.291,,Yes,
DSC_9517,814,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,50.582,50.374,51.808,,NA,
DSC_9517,817,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,NA,NA,NA,Ant not completely sideways,Yes,
DSC_9517,820,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9517,823,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_9517,826,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9517,829,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,49.243,48.118,49.226,,NA,
DSC_9517,832,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9517,835,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9517,838,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9517,841,11/13/2025,C1F25,11/17/2025,Control,2025,Chinmay,520.04,803.7,Right,Correct,46.975,46.638,45.702,,NA,
DSC_9519,5013,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,45.894,45.995,45.725,,Yes,
DSC_9519,5016,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,46.701,46.869,45.994,,Yes,
DSC_9519,5019,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,47.562,47.42,47.231,,NA,
DSC_9519,5022,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,46.591,46.899,46.167,,NA,
DSC_9519,5025,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,47.445,47.794,46.266,,Yes,
DSC_9519,5028,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,47.862,47.175,47.478,,Yes,
DSC_9519,5031,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,48.18,48.568,48.715,,NA,
DSC_9519,5034,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,48.918,48.715,48.068,,NA,
DSC_9519,5037,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9519,5040,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,50.332,50.194,50.332,,NA,
DSC_9519,5043,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,48.735,47.47,48.444,,NA,
DSC_9519,5046,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,47.886,47.558,46.507,,Yes,
DSC_9519,5049,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,51.149,51.34,50.418,,NA,
DSC_9519,5052,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,47.42,46.333,46.911,,NA,
DSC_9519,5055,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,46.736,47.885,46.637,,NA,
DSC_9519,5058,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,50.145,51.138,50.976,,NA,
DSC_9519,5061,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,50.61,49.69,49.591,,NA,
DSC_9519,5064,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,49.996,49.791,49.399,,NA,
DSC_9519,5067,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,47.231,47.535,47.11,,Yes,
DSC_9519,5070,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,50.856,49.333,50.149,,NA,
DSC_9519,5073,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,46.851,46.872,46.444,,Yes,
DSC_9519,5076,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,46.267,45.807,46.191,,Yes,
DSC_9519,5079,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,47.899,48.918,48.013,,No,
DSC_9519,5082,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,47.054,46.877,47.61,,NA,
DSC_9519,5085,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,49.538,48.576,49.978,,NA,
DSC_9519,5088,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,49.145,48.971,49.754,,NA,
DSC_9519,5091,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9519,5094,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,49.658,49.566,49.289,,No,
DSC_9519,5097,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9519,5100,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,48.53,47.534,48.621,,NA,
DSC_9519,5103,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9519,5106,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,NA,NA,NA,Ant too blurry,NA,
DSC_9519,5109,11/14/2025,C1F25,11/17/2025,Control,2025,Chinmay,536,828.36,Right,Correct,NA,NA,NA,Ant too blurry,NA,
