"","Video","Frame.no.","Date.of.video","Colony","Date.of.analysis","Treatment","Year","Observer.doing.the.analysis","Length.in.pixels.of.Zone2","Length.in.pixels.of.Zone1","End.of.bridge","Ant.choice","Ant.fed.on.the.feeder","Angle.measurement.1","Angle.measurement.2","Angle.measurement.3","Reason.for.NA..Angle.measurement.","Gaster.touching.the.paper","Comments"
"615","DSC_9232",8727,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"616","DSC_9232",8730,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"617","DSC_9232",8733,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"618","DSC_9232",8736,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"619","DSC_9232",8739,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","No",""
"620","DSC_9232",8742,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry",NA,""
"621","DSC_9232",8745,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry",NA,""
"622","DSC_9232",8748,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry",NA,""
"623","DSC_9232",8751,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",40.09,40.814,38.92,"",NA,""
"624","DSC_9232",8754,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","No",""
"625","DSC_9232",8757,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","No","These frames analyzed as ant retraced the same path while exiting, so the same frames not analyzed again"
"626","DSC_9162",8304,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"627","DSC_9162",8307,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"628","DSC_9162",8310,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"629","DSC_9162",8313,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry",NA,""
"630","DSC_9162",8316,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry",NA,""
"631","DSC_9162",8319,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry",NA,""
"632","DSC_9162",8322,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry",NA,""
"633","DSC_9162",8325,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry",NA,""
"634","DSC_9162",8328,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry",NA,""
"635","DSC_9162",8331,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry",NA,""
"636","DSC_9162",8334,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry",NA,""
"637","DSC_9162",8337,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"638","DSC_9162",8340,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"639","DSC_9162",8343,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"640","DSC_9162",8346,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"641","DSC_9162",8349,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"642","DSC_9162",8352,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry",NA,""
"643","DSC_9162",8355,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",39.089,39.036,40.732,"",NA,""
"644","DSC_9162",8358,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry",NA,""
"645","DSC_9162",8361,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"646","DSC_9162",8364,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry",NA,""
"647","DSC_9162",8367,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry",NA,""
"648","DSC_9162",8370,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry",NA,""
"649","DSC_9162",8373,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry",NA,""
"650","DSC_9162",8376,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry","No",""
"651","DSC_9162",8379,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry",NA,""
"652","DSC_9162",8382,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry","No",""
"653","DSC_9162",8385,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"654","DSC_9162",8388,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"655","DSC_9162",8391,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",46.01,45.305,44.593,"",NA,""
"656","DSC_9162",8394,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"657","DSC_9162",8397,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",47.131,48.112,47.922,"",NA,""
"658","DSC_9162",8400,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",50.234,49.429,49.736,"","No",""
"659","DSC_9162",8403,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","No",""
"660","DSC_9162",8406,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",43.214,43.854,43.264,"","Yes",""
"661","DSC_9162",8409,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",50.314,48.343,48.9,"",NA,""
"662","DSC_9162",8412,"9/8/2024","C2F24","4/19/2025","Control","2024","Tiffany",506.01,782.01,"Right","Correct","Yes",49.839,48.295,47.51,"",NA,""
"663","DSC_8760",3998,"6/16/2024","C1F24","12/3/2025","Experimental","2024","Chinmay",531.02,820.67,"Right","Wrong","Yes",NA,NA,NA,"Ant very blurry",NA,""
"664","DSC_8760",4001,"6/16/2024","C1F24","12/3/2025","Experimental","2024","Chinmay",531.02,820.67,"Right","Wrong","Yes",NA,NA,NA,"Ant very blurry",NA,""
"665","DSC_8760",4004,"6/16/2024","C1F24","12/3/2025","Experimental","2024","Chinmay",531.02,820.67,"Right","Wrong","Yes",NA,NA,NA,"Ant very blurry",NA,""
"666","DSC_8760",4007,"6/16/2024","C1F24","12/3/2025","Experimental","2024","Chinmay",531.02,820.67,"Right","Wrong","Yes",NA,NA,NA,"Ant very blurry",NA,""
"667","DSC_8760",4010,"6/16/2024","C1F24","12/3/2025","Experimental","2024","Chinmay",531.02,820.67,"Right","Wrong","Yes",NA,NA,NA,"Ant very blurry",NA,""
"668","DSC_8760",4013,"6/16/2024","C1F24","12/3/2025","Experimental","2024","Chinmay",531.02,820.67,"Right","Wrong","Yes",NA,NA,NA,"Ant very blurry",NA,""
"669","DSC_8760",4016,"6/16/2024","C1F24","12/3/2025","Experimental","2024","Chinmay",531.02,820.67,"Right","Wrong","Yes",NA,NA,NA,"Ant very blurry",NA,""
"670","DSC_8760",4019,"6/16/2024","C1F24","12/3/2025","Experimental","2024","Chinmay",531.02,820.67,"Right","Wrong","Yes",NA,NA,NA,"Ant very blurry",NA,""
"671","DSC_8760",4022,"6/16/2024","C1F24","12/3/2025","Experimental","2024","Chinmay",531.02,820.67,"Right","Wrong","Yes",NA,NA,NA,"Ant very blurry",NA,""
"672","DSC_8760",4025,"6/16/2024","C1F24","12/3/2025","Experimental","2024","Chinmay",531.02,820.67,"Right","Wrong","Yes",NA,NA,NA,"Ant very blurry",NA,""
"673","DSC_8760",4028,"6/16/2024","C1F24","12/3/2025","Experimental","2024","Chinmay",531.02,820.67,"Right","Wrong","Yes",48.626,49.25,49.509,"",NA,""
"674","DSC_8760",4031,"6/16/2024","C1F24","12/3/2025","Experimental","2024","Chinmay",531.02,820.67,"Right","Wrong","Yes",NA,NA,NA,"Ant very blurry",NA,""
"675","DSC_8760",4034,"6/16/2024","C1F24","12/3/2025","Experimental","2024","Chinmay",531.02,820.67,"Right","Wrong","Yes",NA,NA,NA,"Ant very blurry",NA,""
"676","DSC_8760",4037,"6/16/2024","C1F24","12/3/2025","Experimental","2024","Chinmay",531.02,820.67,"Right","Wrong","Yes",NA,NA,NA,"Ant very blurry",NA,""
"677","DSC_8760",4040,"6/16/2024","C1F24","12/3/2025","Experimental","2024","Chinmay",531.02,820.67,"Right","Wrong","Yes",NA,NA,NA,"Ant very blurry",NA,""
"678","DSC_9248",1457,"9/18/2024","C4F24","12/3/2025","Experimental","2024","Chinmay",500.01,772.74,"Right","Wrong","No",NA,NA,NA,"Ant not completely sideways","No",""
"679","DSC_9248",1460,"9/18/2024","C4F24","12/3/2025","Experimental","2024","Chinmay",500.01,772.74,"Right","Wrong","No",45.745,45.881,46.388,"","No",""
"680","DSC_9248",1463,"9/18/2024","C4F24","12/3/2025","Experimental","2024","Chinmay",500.01,772.74,"Right","Wrong","No",49.604,49.456,49.742,"","No",""
"681","DSC_9248",1466,"9/18/2024","C4F24","12/3/2025","Experimental","2024","Chinmay",500.01,772.74,"Right","Wrong","No",NA,NA,NA,"Ant not completely sideways","No",""
"682","DSC_9248",1469,"9/18/2024","C4F24","12/3/2025","Experimental","2024","Chinmay",500.01,772.74,"Right","Wrong","No",NA,NA,NA,"Ant not completely sideways","No",""
"683","DSC_9248",1472,"9/18/2024","C4F24","12/3/2025","Experimental","2024","Chinmay",500.01,772.74,"Right","Wrong","No",NA,NA,NA,"Ant very blurry",NA,""
"684","DSC_9248",1475,"9/18/2024","C4F24","12/3/2025","Experimental","2024","Chinmay",500.01,772.74,"Right","Wrong","No",NA,NA,NA,"Ant not completely sideways","No",""
"685","DSC_9248",1478,"9/18/2024","C4F24","12/3/2025","Experimental","2024","Chinmay",500.01,772.74,"Right","Wrong","No",NA,NA,NA,"Ant not completely sideways","No",""
"686","DSC_9248",1481,"9/18/2024","C4F24","12/3/2025","Experimental","2024","Chinmay",500.01,772.74,"Right","Wrong","No",52.216,50.519,50.346,"","No",""
"687","DSC_9248",1484,"9/18/2024","C4F24","12/3/2025","Experimental","2024","Chinmay",500.01,772.74,"Right","Wrong","No",50.531,50.323,49.713,"","No",""
"688","DSC_9248",1487,"9/18/2024","C4F24","12/3/2025","Experimental","2024","Chinmay",500.01,772.74,"Right","Wrong","No",NA,NA,NA,"Ant not completely sideways","No",""
"689","DSC_9248",1490,"9/18/2024","C4F24","12/3/2025","Experimental","2024","Chinmay",500.01,772.74,"Right","Wrong","No",NA,NA,NA,"Ant not completely sideways","No",""
"690","DSC_9248",1493,"9/18/2024","C4F24","12/3/2025","Experimental","2024","Chinmay",500.01,772.74,"Right","Wrong","No",NA,NA,NA,"Ant not completely sideways","No",""
"691","DSC_9248",1496,"9/18/2024","C4F24","12/3/2025","Experimental","2024","Chinmay",500.01,772.74,"Right","Wrong","No",51.997,50.067,50.844,"","No",""
"692","DSC_9248",1499,"9/18/2024","C4F24","12/3/2025","Experimental","2024","Chinmay",500.01,772.74,"Right","Wrong","No",49.994,49.935,50.69,"",NA,""
"693","DSC_9248",1502,"9/18/2024","C4F24","12/3/2025","Experimental","2024","Chinmay",500.01,772.74,"Right","Wrong","No",NA,NA,NA,"Ant gaster not clearly visible",NA,""
"694","DSC_9248",1505,"9/18/2024","C4F24","12/3/2025","Experimental","2024","Chinmay",500.01,772.74,"Right","Wrong","No",NA,NA,NA,"Ant not completely sideways","No",""
"695","DSC_9248",1508,"9/18/2024","C4F24","12/3/2025","Experimental","2024","Chinmay",500.01,772.74,"Right","Wrong","No",51.863,52.84,51.481,"","No",""
"696","DSC_9387",26480,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",51.145,51.301,52.727,"","No",""
"697","DSC_9387",26483,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible",NA,""
"698","DSC_9387",26486,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"699","DSC_9387",26489,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible",NA,""
"700","DSC_9387",26492,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"701","DSC_9387",26495,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"702","DSC_9387",26498,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"703","DSC_9387",26501,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"704","DSC_9387",26504,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible",NA,""
"705","DSC_9387",26507,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible","No",""
"706","DSC_9387",26510,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",52.776,51.011,51.52,"",NA,""
"707","DSC_9387",26513,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"708","DSC_9387",26516,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",49.759,49.437,50.572,"","Yes",""
"709","DSC_9387",26519,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible","No",""
"710","DSC_9387",26522,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible","Yes",""
"711","DSC_9387",26525,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"712","DSC_9387",26528,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"713","DSC_9387",26531,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"714","DSC_9387",26534,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"715","DSC_9387",26537,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",33.147,32.628,33.977,"","Yes",""
"716","DSC_9387",26540,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",39.631,40.804,40.48,"","Yes",""
"717","DSC_9387",26543,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",43.363,42.826,43.493,"","Yes",""
"718","DSC_9387",26546,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible","Yes",""
"719","DSC_9387",26549,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible","No",""
"720","DSC_9387",26552,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"721","DSC_9387",26555,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible","Yes",""
"722","DSC_9387",26558,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"723","DSC_9387",26561,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"724","DSC_9387",26564,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible","Yes",""
"725","DSC_9387",26567,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"726","DSC_9387",26570,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"727","DSC_9387",26573,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",43.633,42.869,43.1,"","Yes",""
"728","DSC_9387",26576,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"729","DSC_9387",26579,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",41.33,41.946,41.009,"","Yes",""
"730","DSC_9387",26582,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"731","DSC_9387",26585,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible","Yes",""
"732","DSC_9387",26588,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",45.944,46.911,46.219,"","Yes",""
"733","DSC_9387",26591,"8/28/2025","C1F25","10/21/2025","Experimental","2025","Chinmay",482.03,744.95,"Left","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"734","DSC_9406",5128,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",NA,NA,NA,"Ant not completely sideways",NA,""
"735","DSC_9406",5131,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",NA,NA,NA,"Ant not completely sideways",NA,""
"736","DSC_9406",5134,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",NA,NA,NA,"Ant not completely sideways",NA,""
"737","DSC_9406",5137,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",NA,NA,NA,"Ant not completely sideways",NA,""
"738","DSC_9406",5140,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",NA,NA,NA,"Ant not completely sideways",NA,""
"739","DSC_9406",5143,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",NA,NA,NA,"Ant not completely sideways",NA,""
"740","DSC_9406",5146,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",NA,NA,NA,"Ant not completely sideways",NA,""
"741","DSC_9406",5149,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",NA,NA,NA,"Ant too blurry",NA,""
"742","DSC_9406",5152,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",NA,NA,NA,"Ant gaster not clearly visible","No",""
"743","DSC_9406",5155,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",NA,NA,NA,"Ant not completely sideways","No",""
"744","DSC_9406",5158,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",40.37,39.945,41.468,"","Yes",""
"745","DSC_9406",5161,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",44.326,44.04,45.887,"","Yes",""
"746","DSC_9406",5164,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",NA,NA,NA,"Ant too blurry",NA,""
"747","DSC_9406",5167,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",NA,NA,NA,"Ant too blurry",NA,""
"748","DSC_9406",5170,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",49.254,49.993,48.227,"","Yes",""
"749","DSC_9406",5173,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",49.022,47.951,49.365,"","Yes",""
"750","DSC_9406",5176,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",NA,NA,NA,"Ant not completely sideways","No",""
"751","DSC_9406",5179,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",36.87,37.954,37.686,"","Yes",""
"752","DSC_9406",5182,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",44.624,45.464,46.334,"","Yes",""
"753","DSC_9406",5185,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",47.545,47.213,46.655,"","No",""
"754","DSC_9406",5188,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",NA,NA,NA,"Ant gaster not clearly visible","No",""
"755","DSC_9406",5191,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",NA,NA,NA,"Ant too blurry",NA,""
"756","DSC_9406",5194,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",NA,NA,NA,"Ant too blurry",NA,""
"757","DSC_9406",5197,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",49.97,50.08,49.865,"","Yes",""
"758","DSC_9406",5200,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",50.456,50.683,50.8,"","No",""
"759","DSC_9406",5203,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",NA,NA,NA,"Ant gaster not clearly visible","No",""
"760","DSC_9406",5206,"9/29/2025","C1F25","10/22/2025","Experimental","2025","Chinmay",524.04,809.88,"Right","Correct","No",NA,NA,NA,"Ant too blurry",NA,""
