"","Video","Frame.no.","Date.of.video","Colony","Date.of.analysis","Treatment","Year","Observer.doing.the.analysis","Length.in.pixels.of.Zone2","Length.in.pixels.of.Zone1","End.of.bridge","Ant.choice","Ant.fed.on.the.feeder","Angle.measurement.1","Angle.measurement.2","Angle.measurement.3","Reason.for.NA..Angle.measurement.","Gaster.touching.the.paper","Comments"
"1077","DSC_9497",16754,"11/9/2025","C2F25","11/10/2025","Control","2025","Chinmay",508.2,785.4,"Right","Correct","Yes",46.58,45.591,46.602,"","Yes",""
"1078","DSC_9497",16757,"11/9/2025","C2F25","11/10/2025","Control","2025","Chinmay",508.2,785.4,"Right","Correct","Yes",47.038,47.783,47.841,"",NA,""
"1079","DSC_9497",16760,"11/9/2025","C2F25","11/10/2025","Control","2025","Chinmay",508.2,785.4,"Right","Correct","Yes",48.44,48.967,48.145,"","No",""
"1080","DSC_9497",16763,"11/9/2025","C2F25","11/10/2025","Control","2025","Chinmay",508.2,785.4,"Right","Correct","Yes",50.533,51.98,51.892,"","No",""
"1081","DSC_9497",16766,"11/9/2025","C2F25","11/10/2025","Control","2025","Chinmay",508.2,785.4,"Right","Correct","Yes",51.435,50.475,50.301,"",NA,""
"1082","DSC_9497",16769,"11/9/2025","C2F25","11/10/2025","Control","2025","Chinmay",508.2,785.4,"Right","Correct","Yes",47.209,47.291,47.246,"","Yes",""
"1083","DSC_9497",16772,"11/9/2025","C2F25","11/10/2025","Control","2025","Chinmay",508.2,785.4,"Right","Correct","Yes",48.348,48.409,48.504,"",NA,""
"1084","DSC_9497",16775,"11/9/2025","C2F25","11/10/2025","Control","2025","Chinmay",508.2,785.4,"Right","Correct","Yes",49.719,49.806,50.711,"",NA,""
"1085","DSC_9497",16778,"11/9/2025","C2F25","11/10/2025","Control","2025","Chinmay",508.2,785.4,"Right","Correct","Yes",48.366,47.386,47.361,"",NA,""
"1086","DSC_9497",16781,"11/9/2025","C2F25","11/10/2025","Control","2025","Chinmay",508.2,785.4,"Right","Correct","Yes",46.411,45.841,45.237,"","Yes",""
"1087","DSC_9497",16784,"11/9/2025","C2F25","11/10/2025","Control","2025","Chinmay",508.2,785.4,"Right","Correct","Yes",45.787,45.191,46.621,"","Yes",""
"1088","DSC_9497",16787,"11/9/2025","C2F25","11/10/2025","Control","2025","Chinmay",508.2,785.4,"Right","Correct","Yes",47.835,47.246,47.066,"","Yes",""
"1089","DSC_9497",16790,"11/9/2025","C2F25","11/10/2025","Control","2025","Chinmay",508.2,785.4,"Right","Correct","Yes",46.146,46.193,46.809,"","Yes",""
"1090","DSC_9497",16793,"11/9/2025","C2F25","11/10/2025","Control","2025","Chinmay",508.2,785.4,"Right","Correct","Yes",51.843,51.695,52.7,"",NA,""
"1091","DSC_9497",16796,"11/9/2025","C2F25","11/10/2025","Control","2025","Chinmay",508.2,785.4,"Right","Correct","Yes",52.125,52.275,51.483,"",NA,""
"1092","DSC_9499",11963,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",49.882,48.174,49.975,"",NA,""
"1093","DSC_9499",11966,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",46.701,47.364,47.355,"",NA,""
"1094","DSC_9499",11969,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",53.13,52.001,53.409,"",NA,""
"1095","DSC_9499",11972,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",50.976,49.399,49.974,"","Yes",""
"1096","DSC_9499",11975,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",51.621,52.481,51.929,"",NA,""
"1097","DSC_9499",11978,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",49.308,49.316,49.188,"",NA,""
"1098","DSC_9499",11981,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",48.018,48.132,47.086,"",NA,""
"1099","DSC_9499",11984,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",51.801,50.87,50.021,"",NA,""
"1100","DSC_9499",11987,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",49.095,49.148,49.645,"",NA,""
"1101","DSC_9499",11990,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",50.628,49.857,50.377,"",NA,""
"1102","DSC_9499",11993,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",50.648,49.625,49.845,"",NA,""
"1103","DSC_9499",11996,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",50.924,50.102,51.659,"",NA,""
"1104","DSC_9499",11999,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible",NA,""
"1105","DSC_9499",12002,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",48.296,48.074,48.223,"",NA,""
"1106","DSC_9499",12005,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",50.919,51.129,50.44,"",NA,""
"1107","DSC_9499",12008,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",49.485,48.965,49.542,"",NA,""
"1108","DSC_9499",12011,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",47.456,47.41,47.926,"",NA,""
"1109","DSC_9499",12014,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",51.763,51.456,51.126,"",NA,""
"1110","DSC_9499",12017,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",49.367,50.717,40.384,"",NA,""
"1111","DSC_9499",12020,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",54.472,53.043,54.481,"","No",""
"1112","DSC_9499",12023,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",54.851,54.638,54.788,"","No",""
"1113","DSC_9499",12026,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",53.38,52.264,53.153,"",NA,""
"1114","DSC_9499",12029,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",52.179,51.043,52.103,"",NA,""
"1115","DSC_9499",12032,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",49.359,49.641,49.558,"",NA,""
"1116","DSC_9499",12035,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",47.812,48.045,47.824,"",NA,""
"1117","DSC_9499",12038,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",47.39,48.214,47.089,"","Yes",""
"1118","DSC_9499",12041,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",47.092,47.566,48.946,"","Yes",""
"1119","DSC_9499",12044,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",49.75,50.081,49.374,"",NA,""
"1120","DSC_9499",12047,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",51.754,51.25,51.512,"",NA,""
"1121","DSC_9499",12050,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",52.978,53.023,53.188,"",NA,""
"1122","DSC_9499",12053,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",52.371,52.274,53.741,"","No",""
"1123","DSC_9499",12056,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"1124","DSC_9499",12059,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"1125","DSC_9499",12062,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"1126","DSC_9499",12065,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"1127","DSC_9499",12068,"11/10/2025","C1F25","11/12/2025","Control","2025","Chinmay",506.02,782.03,"Right","Correct","Yes",NA,49.714,48.829,"49.927","Yes",""
"1128","DSC_9501",19904,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"1129","DSC_9501",19907,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"1130","DSC_9501",19910,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",39.958,39.428,38.83,"","Yes",""
"1131","DSC_9501",19913,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",44.326,45.951,44.598,"",NA,""
"1132","DSC_9501",19916,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",41.923,41.589,42.51,"","Yes",""
"1133","DSC_9501",19919,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",46.993,46.108,46.169,"","Yes",""
"1134","DSC_9501",19922,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",43.255,43.587,43.171,"",NA,""
"1135","DSC_9501",19925,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",41.034,41.394,40.707,"","Yes",""
"1136","DSC_9501",19928,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",42.839,42.069,43.115,"","Yes",""
"1137","DSC_9501",19931,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",42.421,41.839,42.694,"","Yes",""
"1138","DSC_9501",19934,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",44.702,43.877,44.852,"","Yes",""
"1139","DSC_9501",19937,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",44.016,43.216,44.068,"","Yes",""
"1140","DSC_9501",19940,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",43.993,43.191,44.032,"","No",""
"1141","DSC_9501",19943,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",45.246,44.252,45.806,"","Yes",""
"1142","DSC_9501",19946,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",46.888,45.616,46.406,"",NA,""
"1143","DSC_9501",19949,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",46.771,46.139,45.439,"","Yes",""
"1144","DSC_9501",19952,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",45.791,45.163,45.348,"",NA,""
"1145","DSC_9501",19955,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",46.219,45.797,45.603,"",NA,""
"1146","DSC_9501",19958,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",48.669,48.215,48.27,"",NA,""
"1147","DSC_9501",19961,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",46.404,47.674,46.984,"",NA,""
"1148","DSC_9501",19964,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",48.267,48.361,47.984,"","No",""
"1149","DSC_9501",19967,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",46.442,46.219,45.823,"","Yes",""
"1150","DSC_9501",19970,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",46.771,46.668,46.146,"","Yes",""
"1151","DSC_9501",19973,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",45.213,46.616,46.481,"","No",""
"1152","DSC_9501",19976,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",49.985,48.532,48.944,"","No",""
"1153","DSC_9501",19979,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",44.004,45.791,45.779,"",NA,""
"1154","DSC_9501",19982,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",48.191,48.671,49.761,"","No",""
"1155","DSC_9501",19985,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",49.021,49.115,48.364,"",NA,""
"1156","DSC_9501",19988,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",48.496,48.623,48.395,"",NA,""
"1157","DSC_9501",19991,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",47.577,46.228,46.217,"","Yes",""
"1158","DSC_9501",19994,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",46.57,47.001,47.747,"","No",""
"1159","DSC_9501",19997,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",45.014,46.996,45.932,"","Yes",""
"1160","DSC_9501",20000,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",45.175,45.799,45.865,"","Yes",""
"1161","DSC_9501",20003,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",46.007,45.977,45.376,"","Yes",""
"1162","DSC_9501",20006,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",46.193,46.005,47.763,"","Yes",""
"1163","DSC_9501",20009,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",44.79,44.37,44.758,"",NA,""
"1164","DSC_9501",20012,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",46.434,45.63,46.459,"",NA,""
"1165","DSC_9501",20015,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",47.534,47.649,47.032,"","No",""
"1166","DSC_9501",20018,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",47.726,47.251,46.986,"",NA,""
"1167","DSC_9501",20021,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",49.034,49.607,48.267,"","No",""
"1168","DSC_9501",20024,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",46.271,47.328,46.095,"","Yes",""
"1169","DSC_9501",20027,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",48.875,47.484,48.81,"",NA,""
"1170","DSC_9501",20030,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",45.35,44.582,44.397,"","Yes",""
"1171","DSC_9501",20033,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",45.526,46.598,45.402,"",NA,""
"1172","DSC_9501",20036,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",47.941,46.724,46.736,"",NA,""
"1173","DSC_9501",20039,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",47.615,47.363,48.295,"","No",""
"1174","DSC_9501",20042,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",45.556,45.387,45.591,"","Yes",""
"1175","DSC_9501",20045,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",48.013,48.719,48.731,"","Yes",""
"1176","DSC_9501",20048,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",51.237,50.301,51.977,"","No",""
"1177","DSC_9501",20051,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",50.623,50.412,50.616,"",NA,""
"1178","DSC_9501",20054,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",48.522,49.304,48.215,"","No",""
"1179","DSC_9501",20057,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",47.986,47.545,47.329,"",NA,""
"1180","DSC_9501",20060,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible",NA,""
"1181","DSC_9501",20063,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",47.663,47.749,47.726,"","Yes",""
"1182","DSC_9501",20066,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",48.632,48.731,49.314,"","No",""
"1183","DSC_9501",20069,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",47.411,47.774,47.65,"",NA,""
"1184","DSC_9501",20072,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",48.576,48.077,47.55,"","No",""
"1185","DSC_9501",20075,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",48.39,49.431,48.228,"",NA,""
"1186","DSC_9501",20078,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"1187","DSC_9501",20081,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",41.953,42.139,42.358,"","Yes",""
"1188","DSC_9501",20084,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",46.763,45.786,46.545,"","Yes",""
"1189","DSC_9501",20087,"11/10/2025","C2F25","11/13/2025","Control","2025","Chinmay",506,782,"Right","Correct","Yes",42.771,42.562,43.343,"","Yes",""
"1190","DSC_9503",4988,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1191","DSC_9503",4991,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1192","DSC_9503",4994,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1193","DSC_9503",4997,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1194","DSC_9503",5000,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1195","DSC_9503",5003,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1196","DSC_9503",5006,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",49.082,50.738,49.276,"",NA,""
"1197","DSC_9503",5009,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",47.848,47.281,48.791,"","Yes",""
"1198","DSC_9503",5012,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1199","DSC_9503",5015,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",51.748,51.143,50.8,"",NA,""
"1200","DSC_9503",5018,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible","Yes",""
"1201","DSC_9503",5021,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible","Yes",""
"1202","DSC_9503",5024,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible","Yes",""
"1203","DSC_9503",5027,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible","Yes",""
"1204","DSC_9503",5030,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible",NA,""
"1205","DSC_9503",5033,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible",NA,""
"1206","DSC_9503",5036,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",51.234,51.647,50.601,"",NA,""
"1207","DSC_9503",5039,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",48.886,48.352,49.19,"",NA,""
"1208","DSC_9503",5042,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"1209","DSC_9503",5045,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"1210","DSC_9503",5048,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",51.563,50.05,51.946,"",NA,""
"1211","DSC_9503",5051,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",46.284,47.643,47.703,"","Yes",""
"1212","DSC_9503",5054,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1213","DSC_9503",5057,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",49.139,49.937,49.899,"",NA,""
"1214","DSC_9503",5060,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",51.933,51.397,51.569,"",NA,""
"1215","DSC_9503",5063,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"1216","DSC_9503",5066,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"1217","DSC_9503",5069,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"1218","DSC_9503",5072,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"1219","DSC_9503",5075,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1220","DSC_9503",5078,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible",NA,""
"1221","DSC_9503",5081,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",48.834,48.593,48.366,"","Yes",""
"1222","DSC_9503",5084,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",49.734,49.268,49.103,"",NA,""
"1223","DSC_9503",5087,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible",NA,""
"1224","DSC_9503",5090,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",48.898,49.844,48.584,"",NA,""
"1225","DSC_9503",5093,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"1226","DSC_9503",5096,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"1227","DSC_9503",5099,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",50.034,50.619,50.863,"",NA,""
"1228","DSC_9503",5102,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"1229","DSC_9503",5105,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible",NA,""
"1230","DSC_9503",5108,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",48.666,48.029,48.787,"","Yes",""
"1231","DSC_9503",5111,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",49.056,49.372,48.817,"",NA,""
"1232","DSC_9503",5114,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",52.399,52.125,52.651,"",NA,""
"1233","DSC_9503",5117,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",51.667,51.824,51.015,"",NA,""
"1234","DSC_9503",5120,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",49.185,49.835,50.252,"",NA,""
"1235","DSC_9503",5123,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",48.04,48.828,48.516,"","Yes",""
"1236","DSC_9503",5126,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",52.879,51.52,51.009,"",NA,""
"1237","DSC_9503",5129,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",51.677,50.003,51.601,"",NA,""
"1238","DSC_9503",5132,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",46.685,46.93,46.987,"","Yes",""
